generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,97.5789,75.5371,100.0,83.8235,95.1776,71.8251,99.9434,71.7401,15.1391,33.773,living,best,half,0.1,10,4
1.0,93.1461,73.601,99.5827,92.1264,91.8204,99.291,94.5057,94.5711,94.2879,99.9769,living,best,half,0.1,10,4
2.0,99.9883,99.2361,99.9434,93.1461,95.8302,99.3341,99.3822,95.6235,59.8804,99.9883,living,best,half,0.1,10,4
3.0,99.4758,33.6753,97.2044,17.3355,94.4493,96.9585,98.759,99.5853,98.1121,12.0156,living,best,half,0.1,10,4
4.0,99.2431,97.5602,99.5827,99.9434,99.756,99.2944,99.9051,99.9171,96.2674,99.9414,living,best,half,0.1,10,4
5.0,96.2209,25.0044,98.2996,92.5907,99.84,94.3261,99.4758,5.91,99.8099,99.8733,living,best,half,0.1,10,4
6.0,99.4758,70.4934,91.4502,95.3344,30.9439,98.9059,96.5627,92.3382,87.8757,78.2098,living,best,half,0.1,10,4
7.0,99.9999,88.6835,97.5664,77.1707,99.1683,95.0003,99.4345,93.3642,98.2151,99.869,living,best,half,0.1,10,4
8.0,99.36,91.6941,98.9101,97.5602,97.5539,98.4574,99.1351,11.903,99.9846,97.6284,living,best,half,0.1,10,4
9.0,95.429,98.56,98.9184,98.56,99.9995,24.31,99.926,59.04,80.9555,99.8646,living,best,half,0.1,10,4
10.0,100.0,61.0,100.0,100.0,99.0,89.0,96.0,99.0,97.0,100.0,living,best,half,0.1,10,4
