generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,0.3597,97.4719,78.1537,98.659,99.9669,98.5359,99.3144,45.24,62.0298,99.9314,living,weighted,half,0.1,10,4
1.0,50.0151,96.607,0.0,96.6144,58.0355,10.5084,37.8741,97.6774,99.7619,97.4592,living,weighted,half,0.1,10,4
2.0,97.6774,73.0847,98.9759,99.8134,89.1496,97.9779,80.3751,66.2207,71.6337,82.124,living,weighted,half,0.1,10,4
3.0,99.9951,79.8399,76.9408,81.8183,99.7358,99.404,65.4021,69.5075,91.3682,99.7275,living,weighted,half,0.1,10,4
4.0,99.9973,89.5024,99.2115,99.3407,97.4783,87.8617,98.9839,98.1121,93.4259,99.8219,living,weighted,half,0.1,10,4
5.0,98.5504,96.6291,90.9519,86.1169,99.8631,99.9973,83.2555,99.754,89.5024,98.8465,living,weighted,half,0.1,10,4
6.0,97.014,93.4259,99.7884,96.1662,86.1169,89.5024,79.2064,99.9324,99.9942,99.8185,living,weighted,half,0.1,10,4
7.0,82.124,94.5804,98.8933,96.0399,89.3724,93.3951,87.2122,88.0284,99.2361,89.5024,living,weighted,half,0.1,10,4
8.0,96.1662,99.6279,93.4259,89.1891,85.3923,99.9647,97.9779,86.0423,91.6248,81.8012,living,weighted,half,0.1,10,4
9.0,90.178,93.4259,77.0559,81.7842,78.1163,80.9555,99.9731,91.2621,99.1051,0.0,living,weighted,half,0.1,10,4
10.0,72.0,96.0,91.0,91.0,37.0,90.0,100.0,80.0,79.0,88.0,living,weighted,half,0.1,10,4
