generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,62.9849,85.0695,90.2656,99.9292,94.0562,99.1202,95.7068,91.7171,6.1427,99.6636,living,tournament,half,0.1,10,4
1.0,95.5395,98.5648,86.2359,96.0796,94.7284,97.9665,98.0679,93.2296,99.8269,98.0679,living,tournament,half,0.1,10,4
2.0,99.9227,99.3822,92.2716,96.1427,99.7041,0.0,98.7679,98.1883,91.7171,91.036,living,tournament,half,0.1,10,4
3.0,95.3084,99.8236,99.9883,99.9182,99.2431,97.3756,99.9182,99.9182,91.9003,99.5184,living,tournament,half,0.1,10,4
4.0,99.8937,97.9779,89.2285,99.8631,97.1709,99.9205,99.6728,91.036,92.6233,96.8387,living,tournament,half,0.1,10,4
5.0,99.8631,99.5457,99.9744,98.4723,99.6796,99.9533,99.1573,99.2291,14.7332,80.2509,living,tournament,half,0.1,10,4
6.0,98.7411,94.2975,99.8571,99.6589,98.1775,98.0063,99.9991,99.8631,77.8347,99.5294,living,tournament,half,0.1,10,4
7.0,99.3439,96.9515,98.5552,99.8761,99.5403,94.2975,99.9982,99.4345,99.9064,99.4524,living,tournament,half,0.1,10,4
8.0,99.7638,98.2629,99.8479,99.9076,97.768,99.9945,98.04,99.8463,99.5955,99.6424,living,tournament,half,0.1,10,4
9.0,93.2919,99.9888,81.2164,99.975,99.4524,95.8872,99.9136,99.9639,99.6303,99.975,living,tournament,half,0.1,10,4
10.0,100.0,8.0,99.0,100.0,100.0,97.0,98.0,100.0,0.0,97.0,living,tournament,half,0.1,10,4
