generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,73.9083,0.4794,99.9216,91.0957,99.7337,99.9964,96.3519,94.6454,96.8387,99.1536,living,best,half,0.05,10,4
1.0,97.8859,90.6731,96.7021,95.1424,99.9912,99.9815,87.708,87.708,99.9815,74.0715,living,best,half,0.05,10,4
2.0,99.9865,0.0,95.8302,9.4457,99.9919,99.9865,95.8302,98.4969,82.4439,99.9865,living,best,half,0.05,10,4
3.0,99.9988,99.6328,98.705,99.9676,99.9999,93.7899,98.4969,99.9865,99.9875,97.3366,living,best,half,0.05,10,4
4.0,0.9577,0.9577,99.9875,99.291,99.9988,99.9865,99.9933,99.8963,99.9999,99.981,living,best,half,0.05,10,4
5.0,99.9999,99.9999,99.8924,99.9988,99.9919,98.079,99.9933,96.7021,99.9933,99.9936,living,best,half,0.05,10,4
6.0,99.9956,99.9731,99.9875,99.9982,99.9999,99.9939,99.9984,99.9999,100.0,99.9933,living,best,half,0.05,10,4
7.0,99.6106,99.9999,95.9519,99.9912,99.9969,99.9942,99.9826,99.9984,99.9969,99.9999,living,best,half,0.05,10,4
8.0,99.9987,99.9999,99.9781,100.0,99.9969,99.9969,100.0,99.9551,99.9997,96.2209,living,best,half,0.05,10,4
9.0,96.8742,99.9999,99.8236,99.9999,99.999,99.9999,98.8849,99.999,99.3696,100.0,living,best,half,0.05,10,4
10.0,99.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,living,best,half,0.05,10,4
