generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,97.1371,92.6667,66.3832,8.9121,94.24,99.9979,99.7599,8.8357,11.6776,99.9793,living,best,half,0.1,10,4
1.0,97.0209,99.9851,92.16,99.895,91.3916,82.9266,96.5031,95.9115,93.4156,97.44,living,best,half,0.1,10,4
2.0,99.9001,97.251,99.744,95.1247,96.0319,97.9033,99.752,99.404,97.395,99.9001,living,best,half,0.1,10,4
3.0,99.9533,100.0,98.5456,98.9839,98.8119,99.9292,92.5252,99.7254,99.9991,98.247,living,best,half,0.1,10,4
4.0,97.2244,98.5552,99.7715,99.987,100.0,99.6328,99.7254,26.1775,96.7816,99.8134,living,best,half,0.1,10,4
5.0,97.845,99.8556,97.9722,98.659,99.9216,99.9975,99.7715,99.8448,99.9904,99.9769,living,best,half,0.1,10,4
6.0,99.9831,18.0975,97.5414,99.7921,99.5376,99.8253,97.5539,99.869,99.9551,3.2924,living,best,half,0.1,10,4
7.0,99.6682,95.4801,97.8859,99.7337,98.9267,87.4684,93.3951,98.9142,99.1755,98.7944,living,best,half,0.1,10,4
8.0,99.0317,99.4729,86.2507,16.8621,89.7087,99.8601,91.5552,81.8694,98.5839,99.717,living,best,half,0.1,10,4
9.0,81.6131,99.9992,99.9831,99.9992,98.3922,29.7756,98.992,85.1004,97.5225,98.2629,living,best,half,0.1,10,4
10.0,98.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,99.0,living,best,half,0.1,10,4
