generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,80.1262,99.975,99.8976,0.0,99.4071,90.2156,93.6798,75.0,80.2509,35.1975,living,best,half,0.05,10,4
1.0,95.6653,95.6068,99.895,98.7723,97.8214,99.1126,87.9035,87.9035,99.1126,99.851,living,best,half,0.05,10,4
2.0,99.8675,90.5505,96.6364,98.4624,98.8551,99.1126,96.6364,98.6683,97.6468,99.8675,living,best,half,0.05,10,4
3.0,99.9424,98.2311,96.8387,95.0982,95.5479,95.531,99.8675,99.1126,99.543,97.6591,living,best,half,0.05,10,4
4.0,97.8975,97.5476,99.6975,99.6975,99.1126,99.8675,99.9424,99.9977,99.9815,99.9576,living,best,half,0.05,10,4
5.0,99.8675,99.1126,99.9994,98.9432,99.543,99.869,99.6975,88.5891,98.3204,99.7939,living,best,half,0.05,10,4
6.0,99.7939,100.0,99.9424,99.1051,99.9994,99.9462,99.9624,99.869,99.257,99.91,living,best,half,0.05,10,4
7.0,99.9856,99.9896,97.395,91.2621,99.9303,95.6235,99.9781,99.9193,99.869,98.04,living,best,half,0.05,10,4
8.0,98.7723,99.9883,99.9919,95.4033,99.869,98.935,99.969,98.0344,99.8168,99.0435,living,best,half,0.05,10,4
9.0,97.9608,97.5539,98.04,97.5539,99.9856,99.8631,99.9631,99.9856,99.9999,99.5827,living,best,half,0.05,10,4
10.0,100.0,100.0,99.0,98.0,100.0,98.0,99.0,98.0,96.0,99.0,living,best,half,0.05,10,4
