generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,97.4655,95.8953,76.9792,99.9271,70.2102,95.4631,20.5049,21.5713,88.1113,21.8544,living,best,half,0.01,10,4
1.0,99.9975,98.2944,90.7706,98.9017,99.6031,94.307,97.191,97.191,94.307,99.8151,living,best,half,0.01,10,4
2.0,99.9975,99.2291,99.8151,99.9975,99.1609,97.191,99.8151,96.2286,98.9017,99.9975,living,best,half,0.01,10,4
3.0,99.9975,99.9999,99.9975,86.3396,99.9975,99.8151,99.9975,99.9975,99.9975,99.8151,living,best,half,0.01,10,4
4.0,99.9999,99.9999,99.9975,99.9999,99.9975,99.9975,99.9975,99.9999,99.9975,99.8747,living,best,half,0.01,10,4
5.0,99.9999,99.9999,99.9959,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,living,best,half,0.01,10,4
6.0,99.9999,99.9999,99.9999,99.9951,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,living,best,half,0.01,10,4
7.0,99.9999,99.9999,99.9999,99.9999,99.9999,99.9951,99.9385,99.9939,99.9999,99.9999,living,best,half,0.01,10,4
8.0,99.9999,98.996,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,living,best,half,0.01,10,4
9.0,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,living,best,half,0.01,10,4
10.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,living,best,half,0.01,10,4
