generation,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,encode,selection,crossover,mutation,N,n_select
0.0,98.9473,96.3213,0.0,95.0182,78.4333,98.9017,77.0942,88.3719,97.1977,94.0171,living,best,half,0.1,10,4
1.0,90.8554,99.7772,98.0063,94.7376,98.3972,98.4124,99.1683,98.9555,99.975,99.9993,living,best,half,0.1,10,4
2.0,95.3947,0.639,1.7126,83.9359,99.7772,77.9851,2.662,95.8628,91.0719,95.3947,living,best,half,0.1,10,4
3.0,95.8547,99.7884,99.9896,99.1499,99.9787,90.964,97.0553,94.9824,98.9059,99.9986,living,best,half,0.1,10,4
4.0,97.0209,97.9494,99.9896,99.8463,99.9292,99.7212,99.8479,41.0483,99.9314,99.8116,living,best,half,0.1,10,4
5.0,99.4612,98.8379,98.382,97.8626,99.9942,99.5749,99.9896,44.229,97.3821,5.4827,living,best,half,0.1,10,4
6.0,99.9959,98.4023,91.9003,2.0692,86.6921,98.9637,99.2673,98.3922,99.4405,97.4208,living,best,half,0.1,10,4
7.0,99.257,99.5801,99.1936,90.5505,99.9498,99.9999,100.0,99.291,99.7677,99.948,living,best,half,0.1,10,4
8.0,93.2296,98.79,96.3136,97.2244,99.6659,98.3871,98.9267,99.9999,99.7019,97.4208,living,best,half,0.1,10,4
9.0,97.6099,97.4655,99.9951,97.4655,89.6702,98.5552,99.9999,99.3044,96.7167,99.0746,living,best,half,0.1,10,4
10.0,100.0,97.0,100.0,87.0,96.0,98.0,98.0,98.0,100.0,100.0,living,best,half,0.1,10,4
